show_id,platform,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s3554,netflix,TV Show,True and the Rainbow Kingdom,,"Michela Luci, Jamie Watson, Anna Claire Bartlam, Dante Zee, Eric Peterson","United States, Canada","August 30, 2019",2019,TV-Y,3 Seasons,Kids' TV,"When something's wrong in the Rainbow Kingdom, bighearted guardian True and her best friend, Bartleby, are there to grant wishes and save the day."
s3559,netflix,TV Show,Million Pound Menu,,,United Kingdom,"August 27, 2019",2019,TV-MA,2 Seasons,"British TV Shows, International TV Shows, Reality TV",Next-gen restaurateurs get the chance to open their own pop-up eateries to impress the paying public – and a panel of discerning U.K. investors.
s3562,netflix,TV Show,13 Reasons Why: Beyond the Reasons,,"Dylan Minnette, Katherine Langford, Kate Walsh, Derek Luke, Alisha Boe, Justin Prentice, Brandon Flynn, Miles Heizer, Christian Navarro, Brian Yorkey, Tom McCarthy, Selena Gomez, Mandy Teefey, Jay Asher, Dr. Rona Hu, Dr. Helen Hsu, Dr. Rebecca Hedrick, Alexis Jones, Elaine Welteroth, Julia Bicknell, Dr. Christine Moutier, Nic Sheff, Carrie Goldberg, Anne Winters, Joy Gorman, Brandon Butler, Marissa Jo Cerar, Susanne Timms",United States,"August 23, 2019",2019,TV-MA,3 Seasons,"Crime TV Shows, Docuseries","Cast members, writers, producers and mental health professionals discuss some of the difficult issues and themes explored in ""13 Reasons Why."""
s3563,netflix,TV Show,HERO MASK,,"Yasuyuki Kase, Yuhko Kaida, Junpei Morita, Kentaro Takano, Kouki Uchiyama, Yutaka Aoyama, Takayuki Sugo, Yutaka Nakano, Haruka Shibuya, Tomoyuki Shimura, Yuichi Karasuma, Yukiyo Fujii, Fuminori Komatsu, Tomoko Miyadera",,"August 23, 2019",2019,TV-14,2 Seasons,"Anime Series, Crime TV Shows, International TV Shows","After a rash of mysterious deaths, Crown prosecutor Sarah Sinclair and SSC agent James Blood discover a conspiracy surrounding uncanny new bio-masks."
s3572,netflix,TV Show,Hyperdrive,,"Rutledge Wood, Mike Hill, Michael Bisping, Lindsay Czarniak",United States,"August 21, 2019",2019,TV-PG,1 Season,Reality TV,"Elite street racers from around the world test their limits in supercharged custom cars on the biggest, baddest automotive obstacle course ever built."
s3576,netflix,TV Show,45 rpm,,"Carlos Cuevas, Guiomar Puerta, Iván Marcos, Israel Elejalde, Eudald Font, Luis Larrodera, Carmen Gutiérrez, Diana Gómez, Vito Sanz, Marina San José, Pere Ponce, Joan Pera",Spain,"August 16, 2019",2019,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","In 1960s Madrid, music producer Guillermo Rojas launches a rock 'n' roll label with the help of aspiring singer Robert and clever producer Maribel."
s3577,netflix,TV Show,Apache: The Life of Carlos Tevez,,"Balthazar Murillo, Vanesa González, Alberto Ajaka, Sofía Gala Castiglione, Patricio Contreras, Matías Recalt, Osqui Guzmán, Roberto Vallejos, Diego Gallardo",Argentina,"August 16, 2019",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",This gritty dramatization of the life of Carlos Tevez shows his rise to soccer stardom amid the harrowing conditions in Argentina's Fuerte Apache.
s3578,netflix,TV Show,Better Than Us,,"Paulina Andreeva, Kirill Käro, Aleksandr Ustyugov, Olga Lomonosova, Eldar Kalimulin, Vitaliya Kornienko, Vera Panfilova, Aleksandr Kuznetsov, Fyodor Lavrov, Sergey Sosnovskiy, Kirill Polukhin, Pavel Vorontsov",Russia,"August 16, 2019",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","A family on the brink of splitting up become the owners of a cutting-edge robot being sought by a corporation, homicide investigators and terrorists."
s3579,netflix,TV Show,Diagnosis,,Lisa Sanders,United States,"August 16, 2019",2019,TV-14,1 Season,"Docuseries, Science & Nature TV",Dr. Lisa Sanders crowdsources diagnoses for mysterious and rare medical conditions in a documentary series based on her New York Times Magazine column.
s3580,netflix,TV Show,Green Frontier,,"Juana del Río, Ángela Cano, Miguel Dionisio Ramos, Nelson Camayo, Bruno Clairefond, Marcela Mar, Andrés Crespo, John Narváez, Edwin Morales, Karla López, Antonio Bolívar",Colombia,"August 16, 2019",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","When a young Bogotá-based detective gets drawn into the jungle to investigate four femicides, she uncovers magic, an evil plot and her own true origins."
s3582,netflix,TV Show,MINDHUNTER,,"Jonathan Groff, Holt McCallany, Anna Torv, Cotter Smith, Hannah Gross",United States,"August 16, 2019",2019,TV-MA,2 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",In the late 1970s two FBI agents expand criminal science by delving into the psychology of murder and getting uneasily close to all-too-real monsters.
s3586,netflix,TV Show,The King's Avatar,,"Yang Yang, Jiang Shuying, Lai Yumeng, Li Muchen, Lai Yi, Fan Jinwei, Jiang Long, Sun Ning, Li Junchen, Zhao Chulun, Liu Qiushi, Jiang Xueming, Liang Yimu, Yang Tindong, Gao Hanyu, Kuang Muye, Ji Xiangning, Hao Shuai, Song Hanyu, Gu Youming",China,"August 16, 2019",2019,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas","When an elite gamer is forced out of his professional team, he becomes a manager of an Internet café and reinvents himself to return to online glory."
s3588,netflix,TV Show,Victim Number 8,,"César Mateo, María de Nati, Verónika Moral, Iñaki Ardanaz, Farah Hamed, Lisi Linder, Khaled Kouka, Óscar Zafra, Jesús Ruyman, Alfonso Torregrosa, Itziar Lazkano, Son Khoury, Youssef Bougarouane, Marcial Álvarez",Spain,"August 16, 2019",2018,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",No one can be trusted after a terrorist bombing in Bilbao kills seven and destroys the lives of the suspected jihadi and everyone around him.
s3589,netflix,TV Show,Cannon Busters,,"Yoshitsugu Matsuoka, Hinaki Yano, Shiori Izawa, Junji Majima, Yosuke Akimoto, Nobuyuki Hiyama, Takaya Kuroda, Katsuhisa Houki, Taro Yamaguchi, Junko Minagawa, Tomomi Maruyama","United States, Japan","August 15, 2019",2019,TV-MA,1 Season,"Anime Series, International TV Shows",Immortal renegade Philly the Kid and his transforming pink Cadillac join a relentlessly upbeat friendship droid on her quest to find a missing prince.
s3590,netflix,TV Show,Sacred Games,"Vikramaditya Motwane, Anurag Kashyap","Saif Ali Khan, Nawazuddin Siddiqui, Radhika Apte, Neeraj Kabi, Jitendra Joshi","India, United States","August 15, 2019",2019,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas","A link in their pasts leads an honest cop to a fugitive gang boss, whose cryptic warning spurs the officer on a quest to save Mumbai from cataclysm."
s3591,netflix,TV Show,Til Death Do Us Part,"Cho Li, Chen Hung-yi, Weica Wang, Liu Bang-yao, Lin Guan-fu, Shen Chi, YC Tom Lee","Wen Chen-ling, River Huang, Lin He-xuan, Phoebe Lin, Janel Tsai, Dara Hanfman, Hsia Teng-hung, Nikki Hsin-Ying Hsieh",Taiwan,"August 15, 2019",2019,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Thrillers","Based on the speculative short stories of MirrorFiction, this sci-fi thriller anthology plunges headlong into our deepest desires – and darkest fears."
s3593,netflix,TV Show,Happy Jail,,,,"August 14, 2019",2019,TV-MA,1 Season,"Crime TV Shows, Docuseries","The Philippine jail known for a viral Michael Jackson dance video comes under the management of an ex-convict, sparking controversy and criticism."
s3598,netflix,TV Show,Knightfall,,"Tom Cullen, Jim Carter, Pádraic Delaney, Simon Merrells, Julian Ovenden, Olivia Ross, Ed Stoppard, Sabrina Bartlett, Bobby Schofield, Sarah-Sofie Boussnina",United States,"August 13, 2019",2019,TV-MA,2 Seasons,TV Dramas,"Fifteen years after the Crusades ended in defeat, a veteran knight becomes master of his order's Paris temple and discovers a shocking secret."
s3599,netflix,TV Show,DC Super Hero Girls,,"Grey Griffin, Tara Strong, Nicole Sullivan, Kari Wahlgren, Myrna Velasco, Kimberly Brooks",United States,"August 12, 2019",2019,TV-Y7,1 Season,Kids' TV,"As Metropolis High students, super teens Wonder Woman, Supergirl, Bumblebee, Batgirl, Zatanna, and Green Lantern fight crime, classwork and crushes."
s3601,netflix,TV Show,GLOW,,"Alison Brie, Betty Gilpin, Marc Maron, Britney Young, Sydelle Noel, Gayle Rankin, Sunita Mani, Kimmy Gatewood, Rebekka Johnson, Jackie Tohn, Ellen Wong, Kate Nash, Britt Baron, Kia Stevens, Chris Lowell, Alex Rich",United States,"August 9, 2019",2019,TV-MA,3 Seasons,"TV Comedies, TV Dramas","In 1980s LA, a crew of misfits reinvent themselves as the Gorgeous Ladies of Wrestling. A comedy by the team behind ""Orange Is the New Black."""
s3602,netflix,TV Show,IZombie,,"Rose McIver, Malcolm Goodwin, Rahul Kohli, Robert Buckley, David Anders, Aly Michalka",United States,"August 9, 2019",2019,TV-MA,5 Seasons,"TV Comedies, TV Dramas, TV Horror",A medical student-turned-zombie tries to retain her humanity by eating brains at the morgue and finds she has an uncanny new gift for solving crimes.
s3605,netflix,TV Show,Sintonia,,"Christian Malheiros, Jottapê, Bruna Mascarenhas",Brazil,"August 9, 2019",2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","Three teens living in the same São Paulo favela pursue their dreams while maintaining their friendship, amid a world of music, drugs and religion."
s3606,netflix,TV Show,The Family,Jesse Moss,"James Cromwell, David Rysdahl, Ben Rosenfield, Zachary Booth",United States,"August 9, 2019",2019,TV-14,1 Season,Docuseries,"An enigmatic conservative Christian group known as the Family wields enormous influence in Washington, D.C., in pursuit of its global ambitions."
s3607,netflix,TV Show,Bad Guys,,"Kim Sang-jung, Ma Dong-seok, Park Hae-Jin, Cho Dong-hyuk, Kang Ye-won, Kang Shin-il, Ji-a Min, Hwang Seung-eon",South Korea,"August 8, 2019",2014,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows","Reinstated to eradicate the worst crimes in the city, a detective requests the release of three convicts to enlist their help in catching the felons."
s3608,netflix,TV Show,Dollar,,"Adel Karam, Amel Bouchoucha",Lebanon,"August 8, 2019",2019,TV-MA,1 Season,"International TV Shows, TV Dramas",Beautiful executive assistant Zeina reluctantly teams up with the self-assured Tarek to chase down an elusive dollar bill worth $1 million.
s3609,netflix,TV Show,Jane The Virgin,,"Gina Rodriguez, Andrea Navedo, Yael Grobglas, Justin Baldoni, Ivonne Coll, Brett Dier, Jaime Camil, Anthony Mendez",United States,"August 8, 2019",2019,TV-14,5 Seasons,"Romantic TV Shows, TV Comedies, TV Dramas","After vowing to remain chaste until marriage, Jane Villanueva learns she's pregnant due to a medical slip-up and has to rethink her future."
s3610,netflix,TV Show,Let's Eat 2,,"Yoon Du-jun, Seo Hyun-jin, Kwon Yul, Kim Hee-won, Hwang Seog-jeong, Cho Eun-ji, Hwang Seung-un, Lee Ju-seung, Kim Ji-young","Malaysia, Singapore, Hong Kong","August 8, 2019",2015,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Two classmates from elementary school reunite as next-door neighbors and discover their relationship was – and still is – defined by food.
s3611,netflix,TV Show,Let’s Eat,,"Lee Soo-kyung, Yoon Du-jun, Yoon So-hui, Shim Hyoung-tak, Do-yeon Lee, Jang Won-young, Jung Soo-young",South Korea,"August 8, 2019",2013,TV-PG,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","With the help of her neighbors, a divorced woman residing in a one-person-household apartment complex learns to balance living alone and eating well."
s3612,netflix,TV Show,Misaeng,,"Im Si-wan, Kang So-ra, Lee Sung-min, Kang Ha-neul, Byun Yo-han, Kim Dae-myeong, Shin Eun-jung, Park Hae-joon",South Korea,"August 8, 2019",2014,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas","Equipped with nothing more than a GED and strategies for the game of go, an office intern gets thrown into the cold reality of the corporate world."
s3613,netflix,TV Show,Oh My Ghost,,"Park Bo-young, Cho Jung-seok, Lim Ju-hwan, Kim Seul-ki",South Korea,"August 8, 2019",2015,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","Possessed by the ghost of a lustful virgin, a timid assistant chef becomes confidently libidinous, drawing the attention of a haughty culinary star."
s3614,netflix,TV Show,Reply 1994,Shin Won-ho,"Go Ara, Jung Woo, Sung Dong-il, Dohee, Son Ho-jun, Kim Sung-kyun, Cha Seon-wu, Yoo Yeon-seok, Lee Il-hwa",South Korea,"August 8, 2019",2014,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","All hailing from various parts of Korea, a group of college students go from being complete strangers to a big happy family at a Seoul boarding house."
s3615,netflix,TV Show,Reply 1997,Shin Won-ho,"Jung Eun-ji, Seo In-guk, Shin So-yul, Ji-won Eun, Lee Ho-won, Lee Si-eon, Sung Dong-il, Lee Il-hwa, Song Jong-ho",South Korea,"August 8, 2019",2012,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","As a teen, Shi Won was obsessed with a boy band. Now 33 years old, Shi Won and her friends are reviving their memories as their school reunion nears."
s3616,netflix,TV Show,Wu Assassins,,"Iko Uwais, Katheryn Winnick, Byron Mann, Tommy Flanagan, Li Jun Li, Celia Au, Lewis Tan, Lawrence Kao, Juju Chan, Tzi Ma, Cranston Johnson, Mark Dacascos, Kevin Durand, Jeff Fahey, Summer Glau",United States,"August 8, 2019",2019,TV-MA,1 Season,"TV Action & Adventure, TV Sci-Fi & Fantasy",An unassuming San Francisco chef becomes the latest in a long line of assassins chosen to keep the mystical Wu powers out of the wrong hands.
s3625,netflix,TV Show,No Good Nick,,"Melissa Joan Hart, Sean Astin, Siena Agudong, Lauren Lindsey Donzis, Kalama Epstein",United States,"August 5, 2019",2019,TV-PG,2 Seasons,"Kids' TV, TV Comedies, TV Dramas","A family finds their lives turned upside down when a teenage con artist shows up on their doorstep, claiming she's a distant relative."
s3628,netflix,TV Show,Basketball or Nothing,,,United States,"August 2, 2019",2019,TV-PG,1 Season,"Docuseries, Reality TV",Follow the Chinle High basketball team in Arizona's Navajo Nation on a quest to win a state championship and bring pride to their isolated community.
s3633,netflix,TV Show,Sleepless Society: Nyctophobia,,"Chermarn Boonyasak, Nattapat Nimjirawat, Jason Young, Matthew Deane Chanthavanij, Inthira Charoenpura, Natharinee Kanasoot",Thailand,"August 1, 2019",2019,TV-MA,1 Season,"International TV Shows, TV Mysteries, TV Thrillers","Following the death of her child, a grief-stricken woman struggles to find peace until a mysterious boy appears, claiming to be her reincarnated son."
s3634,netflix,TV Show,The Letdown,,"Alison Bell, Duncan Fellows, Noni Hazlehurst, Sacha Horler, Leon Ford, Lucy Durack, Leah Vandenberg, Celeste Barber, Xana Tang, Patrick Brammall",Australia,"July 31, 2019",2019,TV-MA,2 Seasons,"International TV Shows, TV Comedies, TV Dramas","Audrey, mother of a 2-month-old, joins a new-parents support group, where she makes some quirky friends facing various challenges and life changes."
s3637,netflix,TV Show,Twelve Forever,,"Kelsy Abbott, Antony Del Rio, Jaylen Barron, Matt Berry, Bridget Everett, Brandon Wardell, Steve Agee, Spencer Rothbell, Nick Sumida, Ashley Boettcher, Wade Randolph",United States,"July 29, 2019",2019,TV-PG,1 Season,Kids' TV,Reggie's wild imagination unlocks a weird and wonderful world where she can be herself – and escape the pressures of growing up.
s3641,netflix,TV Show,My First First Love,,"Ji Soo, Jung Chae-yeon, Jinyoung, Choi Ri, Kang Tae-oh, Hong Ji-yoon",South Korea,"July 26, 2019",2019,TV-14,2 Seasons,"International TV Shows, Korean TV Shows, Romantic TV Shows","Due to various personal reasons, a group of Yun Tae-o’s friends move into his house, where they experience love, friendship, and everything in between."
s3643,netflix,TV Show,Another Life,,"Katee Sackhoff, Justin Chatwin, Samuel Anderson, Blu Hunt, AJ Rivera, Jake Abel, Alex Ozerov, Alexander Eling, Lina Renna, Selma Blair",United States,"July 25, 2019",2019,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Action & Adventure","After a massive alien artifact lands on Earth, Niko Breckinridge leads an interstellar mission to track down its source and make first contact."
s3645,netflix,TV Show,Beat Bugs,,"Ashleigh Ball, Lili Beaudoin, Charles Demers, Rebecca Husain, Erin Mathews","Australia, Canada","July 21, 2019",2018,TV-Y,3 Seasons,Kids' TV,"With songs made famous by the Beatles, five friendly bugs learn big lessons about the world around them – all from the safety of their own backyard."
s3652,netflix,TV Show,Sexy Central,,"Jeana Ho Pui-yu, Joyce Cheng, Ava Liu, Shiga Lin, Kelly Chen Jia-li, Eric Suen Yiu-wai, Eric Kwok, Mix, Adam Pak, Patrick Tang",Hong Kong,"July 20, 2019",2019,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","In the bustling center of Hong Kong, five young women reckon with betrayal, unrequited love and other matters of the heart."
s3654,netflix,TV Show,Comedians in Cars Getting Coffee,Jerry Seinfeld,Jerry Seinfeld,United States,"July 19, 2019",2019,TV-14,6 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies","Jerry Seinfeld's roving talk show combines coffee, laughs and vintage cars into quirky, caffeine-fueled adventures with the sharpest minds in comedy."
s3655,netflix,TV Show,The Epic Tales of Captain Underpants,,"Nat Faxon, Jay Gragnani, Ramone Hamilton, Sean Astin, Dayci Brookshire, Jorge Diaz, Evan Kishiyama",United States,"July 19, 2019",2019,TV-Y7,3 Seasons,"Kids' TV, TV Comedies",Fourth-grade friends George and Harold have a shared love of pranks and comic books – and turning their principal into an undies-wearing superhero.
s3656,netflix,TV Show,Typewriter,,"Aarna Sharma, Aaryansh Malviya, Mikail Gandhi, Palash Kamble, Jishu Sengupta, Palomi Ghosh, Purab Kohli, Sameer Kochhar, Sara Gesawat",India,"July 19, 2019",2019,TV-MA,1 Season,"International TV Shows, TV Horror, TV Mysteries","Three young friends in Goa plan to search an old villa for ghosts, but when a new family moves in, the home’s buried past resurfaces in chilling ways."
s3657,netflix,TV Show,Rookie Historian Goo Hae-Ryung,,"Shin Sae-kyeong, Cha Eun-woo, Park Ki-woong, Lee Ji-hoon, Park Ji-hyun, Gong Jung-hwan, Kim Min-sang, Choi Duk-mun, Kim Yeo-jin",South Korea,"July 18, 2019",2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Free spirit Goo Hae-ryung embarks on a new life as a scholar in the Joseon royal court after hearing about a government post for women historians.
s3660,netflix,TV Show,Pinky Malinky,,"Lucas Grabeel, Nathan Kress, Diamond White, Danny Jacobs, Retta, Colleen Smith, Vargus Mason, Lauren Tom, Robbie Daymond, Grey Griffin",United States,"July 17, 2019",2019,TV-Y7,3 Seasons,"Kids' TV, TV Comedies","Pinky Malinky sees the bright side of everything, including being born a hot dog. With his BFFs in tow, this little wiener takes a bite out of life."
s3661,netflix,TV Show,Unrequited Love,,"Zhu Yanmanzi, Zhao Shunran, Shen Yu, Zhang Yichi, Mengqin, Esther Chen, Zhang Zhehao, He Meixuan, Yuan Baizihui",China,"July 17, 2019",2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","A complicated, one-sided secret attraction sends ripples through the lives of a mild-mannered student and her dashing classmate."
s3664,netflix,TV Show,Angel Beats!,,"Hiroshi Kamiya, Harumi Sakurai, Kana Hanazawa, Eri Kitamura, Ryohei Kimura, Takahiro Mizushima, Shun Takagi, Fuko Saito, Yui Makino, Hiro Masuda, Michael Rivas, Eiichiro Tokumoto, Yumiko Kobayashi, Hiroki Touchi, Miyuki Sawashiro, Chie Matsuura, Kana Asumi, Emiri Kato",Japan,"July 15, 2019",2010,TV-PG,1 Season,"Anime Series, International TV Shows","In a high school that's a way station to the afterlife, a teenager gets caught up in the battle for the rights of those in this purgatorial world."
s3665,netflix,TV Show,Anohana: The Flower We Saw That Day,,"Miyu Irino, Ai Kayano, Haruka Tomatsu, Takahiro Sakurai, Saori Hayami, Takayuki Kondo, Mitsuru Ogata, Mutsumi Tamura, Asami Seto, Aki Toyosaki, Kaoru Mizuhara, Yui Makino",Japan,"July 15, 2019",2011,TV-14,1 Season,"Anime Series, International TV Shows, Teen TV Shows",A teen haunted by the spirit of an old friend summons the other members of their childhood club to help fulfill the girl's final wish.
s3666,netflix,TV Show,God Eater,,"Ryuichi Kijima, Hiroaki Hirata, Kazuya Nakai, Sayaka Ohara, Daisuke Sakaguchi, Maaya Sakamoto",Japan,"July 15, 2019",2015,TV-14,1 Season,"Anime Series, International TV Shows",An enemy immune to conventional arms has caused the collapse of civilization and humanity's only hope lies in a new living weapon: the God Arc.
s3667,netflix,TV Show,GRANBLUE FANTASY the Animation,,"Yuki Ono, Nao Toyama, Rie Kugimiya, Miyuki Sawashiro, Hiroaki Hirata, Yukari Tamura, Kazuhiro Yamaji, Rie Tanaka, Emiri Kato, Tomokazu Sugita, Kanae Ito",Japan,"July 15, 2019",2017,TV-PG,1 Season,"Anime Series, International TV Shows","In a world where islands float in the sky, Gran encounters a mysterious girl wanted by the Erste Empire for her ability to summon Primal Beasts."
s3668,netflix,TV Show,3Below: Tales of Arcadia,,"Tatiana Maslany, Diego Luna, Nick Offerman, Nick Frost, Glenn Close, Alon Aboutboul, Hayley Atwell, Darin De Paul, Andy Garcia, Cheryl Hines, Tom Kenny, Chris Obi, Cole Sand, Frank Welker, Steven Yeun",United States,"July 12, 2019",2019,TV-Y7,2 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy","After crash-landing on Earth, two royal teen aliens on the run struggle to blend in with humans as they evade intergalactic bounty hunters."
s3670,netflix,TV Show,Bonus Family,,"Vera Vitali, Erik Johansson, Fredrik Hallgren, Petra Mede, Frank Dorsin, Jacob Lundqvist, Amanda Lindh, Marianne Mörck, Barbro Svensson, Ann Petrén, Johan Ulveson, Leo Razzak, Felix Engström",Sweden,"July 12, 2019",2019,TV-MA,3 Seasons,"International TV Shows, TV Dramas","A new couple, their exes and their children navigate the emotional challenges and tricky logistics of blended family life in this Swedish dramedy."
s3672,netflix,TV Show,Extreme Engagement,,"Tim Noonan, PJ Madam",,"July 12, 2019",2019,TV-MA,1 Season,"International TV Shows, Reality TV",An engaged couple travels the world for a year to explore marriage customs in diverse cultures. Will the journey bring them closer or tear them apart?
s3674,netflix,TV Show,One Spring Night,,"Han Ji-min, Jung Hae-in, Kim Jun-han, Yim Sung-eon, Song Seung-hwan, Kil Hae-yeon, Lee Moo-saeng, Kim Chang-wan",South Korea,"July 12, 2019",2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","When Lee Jeong-in and Yu Ji-ho meet, something unexpected happens. Or it just may be that spring is in the air – and anything is possible."
s3675,netflix,TV Show,PILI Fantasy: War of Dragons,,"Wang Hsi-hua, Lai Wei, Zhang Yu-quan, Chen Yu-kuan, Gao Ming-xiao, Tian Zhi-jie, Li Xiang-yu, Guo Ya-zhen, Zhan Yi-chun, Ye Yu-jia",,"July 12, 2019",2019,TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy","As turmoil looms in the Martial World, and the Eight Wonders of the Evil Dragon unleashes dark forces, who will emerge as the new warrior legend?"
s3678,netflix,TV Show,True Tunes,,"Michela Luci, Jamie Watson, Eric Peterson, Anna Claire Bartlam, Nicolas Aqui, Cory Doran, Julie Lemieux",,"July 12, 2019",2019,TV-Y,1 Season,Kids' TV,"True and her friends are dropping sweet, silly beats with freshly modern music videos set to the sounds of classic nursery rhyme songs."
s3681,netflix,TV Show,Free Rein,,"Jaylen Barron, Manpreet Bambra, Celine Buckens, Freddy Carter, Caroline Ford, Natalie Gumede, Bruce Herbelin-Earle, Noah Huntley, Kerry Ingram, Paul Luebke, Geoffrey McGivern, Navia Ziraili Robinson, Milo Twomey, Carla Woodcock",United States,"July 6, 2019",2019,TV-G,3 Seasons,"British TV Shows, Kids' TV, TV Dramas","A 15-year-old from LA spends the summer at her mom's childhood home on an island off the coast of England, where she bonds with a mysterious horse."
s3683,netflix,TV Show,The Legend of White Snake,,"Yu Menglong, Ju Jingyi, Pei Zitian, Xiao Yan, Nie Zihao, Yu Lang",China,"July 5, 2019",2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","In this new take on a classic tale, an ancient snake spirit transforms into a beautiful woman and falls in love with a doctor unaware of her true form."
s3685,netflix,TV Show,Kakegurui,,"Minami Hamabe, Mahiro Takasugi, Aoi Morikawa",,"July 4, 2019",2019,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Thrillers","Yumeko Jabami enrolls at Hyakkaou Private Academy, where students are ranked by their gambling winnings and fame and fortune awaits those on top."
s3686,netflix,TV Show,Stranger Things,,"Winona Ryder, David Harbour, Finn Wolfhard, Millie Bobby Brown, Gaten Matarazzo, Caleb McLaughlin, Natalia Dyer, Charlie Heaton, Cara Buono, Noah Schnapp, Matthew Modine, Joe Keery, Dacre Montgomery, Sadie Sink, Paul Reiser, Sean Astin",United States,"July 4, 2019",2019,TV-14,3 Seasons,"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy","When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces and one strange little girl."
s3687,netflix,TV Show,The Last Czars,,"Robert Jack, Susanna Herbert, Ben Cartwright, Oliver Dimsdale, Gavin Mitchell, Elsie Bennett, Bernice Stegers",United States,"July 3, 2019",2019,TV-MA,1 Season,"Docuseries, TV Dramas","When social upheaval sweeps Russia in the early 20th century, Czar Nicholas II resists change, sparking a revolution and ending a dynasty."
s3688,netflix,TV Show,Yummy Mummies,,"Lorinska Merrington, Jane Scandizzo, Rachel Watts, Maria DiGeronimo",Australia,"July 3, 2019",2019,TV-MA,2 Seasons,"International TV Shows, Reality TV",It's drama Down Under when expectant mothers with model good looks and lavish lifestyles pull out all the stops to prepare for their new arrivals.
s3689,netflix,TV Show,Bangkok Love Stories: Objects of Affection,,"Apinya Sakuljaroensuk, Kanokchat Munyadon, Gyeon Seo, Nalin Hohler, Thongpoom Siripipat, Chinawut Indracusin, Preeyada Sitthachai, Akarin Akaranitimaytharatt, Adul Charoenrasameekiat, Kanlaya Lertkasemsup",Thailand,"July 2, 2019",2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",A kind computer repairman falls for a street-smart graffiti artist whose multiple personality disorder worsens after she witnesses a double murder.
s3690,netflix,TV Show,Bangkok Love Stories: Plead,,"Chanon Santinatornkul, Sutatta Udomsilp, Morakot Liu, Varot Makaduangkeo, Sutthatip Wutichaipradit, Cholsawas Tiewwanichkul, Surapol Poonpiriya, Hattaya Wongkrachang",Thailand,"July 2, 2019",2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","In Bangkok's Chinatown, a spirited digital marketing expert falls for a blind fortune-teller, but their love is predestined to end in disaster."
s3691,netflix,TV Show,Designated Survivor: 60 Days,,"Ji Jin-hee, Lee Jun-hyuk, Heo Jun-ho, Kang Han-na, Bae Jong-ok, Kim Gyu-ri, Son Suk-ku, Choi Yoon-young, Lee Moo-saeng",South Korea,"July 2, 2019",2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Dramas","When the National Assembly suffers a catastrophic attack, Minister of Environment Park Mu-jin must find a way to lead Korea through the ensuing chaos."
s3692,netflix,TV Show,DreamWorks Kung Fu Panda Awesome Secrets,,"Jack Black, Dustin Hoffman, Dennis Haysbert, Paul Scheer, Randall Duk Kim, David Cross, Jessica DiCicco, Jaycee Chan, Angelina Jolie, Seth Rogen, Tony Leondis",United States,"July 1, 2019",2008,TV-PG,1 Season,"Kids' TV, TV Action & Adventure, TV Comedies","In this pair of adventures, Po tells the story of how masters Thundering Rhino, Storming Ox and Croc met and takes on Shifu's biggest challenge yet."
