show_id,platform,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s2779,amazon,TV Show,Couch To Confident 14 Day Yoga Challenge with Julia Marie,,Julia Marie,,,2018,ALL,1 Season,"Fitness, Special Interest","A lot of people are looking to feel more confident in their yoga practice, whether it's finding more stability or flexibility. So as you go through this series you'll find in each video an increase in the challenge difficulty and a common issue that can be addressed, and as you progress you'll feel noticeably stronger, more flexible, you'll have more mobility and you might even lose some weight."
s2780,amazon,TV Show,Costume Quest,,"Candi Milo, Kari Wahlgren, Fred Tatasciore, Allie Urrutia, Kitana Turnbull, Max Mittelman, Gabriella Graves, Trevor Devall, Martha Marion, Issac Ryan Brown, Sloane Letourneau, Robbie Daymond, Nika Futterman",,,2019,7+,3 Seasons,Kids,"Everyone is jolly as ever at the Auburn Hollow Christmas Festival of Cheer. Wren, Reynold, Everett and Lucy are thrilled to finally enjoy a holiday without having to worry about saving the universe, but trouble looms when the monster hunter Silvia Razer arrives looking for paranormal activity. With their friends in danger, the kids must use their magic costumes once again and face this new foe."
s2782,amazon,TV Show,Cosmic Quantum Ray Series,,"Tom Kenny, Sam Vincent",,,2002,ALL,1 Season,"Kids, Science Fiction","""Cosmic Quantum Ray"" is a zany comedy-action-adventure series that brings the strange corners of the universe to the world of Earth teenager Robbie Shipton. Robbie represents Earth as a member of Team Quantum - an elite, eccentric team of heroes that saves the Universe almost every day, and hopefully in time for Robbie to get to his third-period Science class!"
s2783,amazon,TV Show,Cosmic Kids Yoga Adventures,,Jaime Amor,,,2017,ALL,2 Seasons,"Fitness, Kids","More yoga adventures for kids with Jaime! Fun interactive stories told in yoga poses -strength, balance and confidence for kids."
s2788,amazon,TV Show,Corazon Contento,,"Enrique Altamira, Blanca Echeverria, Jimena Picos, Augusto Palma",,,2018,TV-NR,1 Season,Comedy,"Three Mexican families (the Muñoz from Mérida, the Laras from Mexico City, and the Ramos from Monterrey), their incorrigible appetite and the uproarious situations that follow. Corazon Contento is a playful glimpse at the ups and downs of modern life, and how what we envision as ultimate satisfaction can be distorted by the series of small bites we take along the way."
s2793,amazon,TV Show,Construction Squad of Car City,,,,,2017,ALL,1 Season,Kids,"Ethan the Dump Truck, Edgar the Excavator and Charlie the Crane are the ingenious members of the Construction Squad ! When there is something new to build in Car City, it's the Construction Squad we call for! Edgar, Ethan and Charlie are always happy to improve this beautiful town and please its inhabitants!"
s2794,amazon,TV Show,Constitution USA with Peter Sagal,,,,,2013,TV-PG,1 Season,"Documentary, Special Interest","Breathing new life into the traditional civics lesson, Peter Sagal travels across the country on a Harley Davidson to find out where the U.S. Constitution lives, how it works and how it doesn't ... how it unites us as a nation and how it has nearly torn us apart."
s2798,amazon,TV Show,Comrade Detective,,"Channing Tatum, Joseph Gordon-Levitt, Jenny Slate, Chloe Sevigny, Nick Offerman, Jake Johnson, Jason Mantzoukas, Beck Bennett",,,2017,18+,1 Season,Comedy,"In the 1980s millions of Romanians tuned in to Comrade Detective, a gritty, sexy, communist buddy cop show that has now been digitally remastered and dubbed into English for the first time by a cast featuring the voices of Channing Tatum, Joseph Gordon Levitt, Jenny Slate, Nick Offerman and many more."
s2799,amazon,TV Show,Cómo Sobrevivir Soltero,,"Sebastián Zurita, Tato Alexander, Roberto Flores, Fabrizio Santini, Octavio Hinojosa, Lucía Gómez-Robledo, Pamela Almanza",,,2020,16+,1 Season,Comedy,"Sebastián, an actor known for just one role he played years ago, is about to get engaged, but life has other plans for him. Just when his life seemed to be all mapped out, he is thrown back in the fold with his long time friends who are bad at relationships. All of the sudden, he goes back to the life he left almost 10 years ago: being single."
s2800,amazon,TV Show,Community,,"Joel McHale, Gillian Jacobs, Danny Pudi",,,2015,TV-PG,6 Seasons,TV Shows,"Hacked e-mails, virtual reality, schlocky sci-fi filmmaking, grifting, forbidden paintball, a giant hand, a wedding and a stage adaptation of The Karate Kid… Welcome back for one crazy year at Greendale Community College! Though the Study Group-turned-“Committee to Save Greendale” has succeeded in their mission (well, almost), Dean Pelton (Jim Rash) has hired a by-the-books administrative cons..."
s2803,amazon,TV Show,Comicstaan Semma Comedy Pa,,"Karthik Kumar, Praveen Kumar, Rajmohan Arumugam, Vidyullekha Raman, Mervyn Rozz, Abishek Kumar, Annamalai Lakshmanan, Karthigeyan Durai, Mayandi Karunanithi, Syama Harini, Yogesh Jagannathan",India,,2020,13+,1 Season,Comedy,"Aspiring comedians compete to become the future of funny in Tamil stand-up comedy. Mentored by the biggest Tamil comedians, find out who will be crowned the winner of Comicstaan Semma Comedy Pa!"
s2804,amazon,TV Show,Comicstaan,,"Zakir Khan, Kenny Sebastian, Biswa Kalyan Rath, Abish Matthew, Kanan Gill, Kaneez Surka, Neeti Palta, Sumukhi Suresh, Urooj Ashfaq",India,,2019,16+,2 Seasons,"Arts, Entertainment, and Culture, International, Unscripted","Comicstaan is back with a brand new season! New Contestants, New Judges, New Everything. Find out who will be this year’s next big comic sensation! Watch new episode every Friday."
s2807,amazon,TV Show,Colourcloud Palace,,,,,2006,13+,1 Season,"Action, Animation, Anime","In this anime saga, a poor young woman with big dreams accepts the chance of a lifetime: working for the Emperor."
s2811,amazon,TV Show,Cold Case Files,,Bill Kurtis,,,2017,TV-14,1 Season,TV Shows,"Bill Kurtis hosts ""Cold Case Files,"" in which forensic evidence is used to re-examine real criminal cases that have long been considered cold."
s2813,amazon,TV Show,Cody,,"Gary Sweet, Robert Mammone, Heather Mitchell",,,1995,16+,2 Seasons,"Action, Suspense","'Cody' brings a fresh and modern feel to the much-loved cop show genre. Cody (Gary Sweet) is a good cop. Honest, caring, dedicated, hard-working, tough, street smart, quick to react and has a winning smile. He is a Sydney-based police detective with Fiorelli (Robert Mammone) as his partner and Inspector Genevieve Simmonds (Heather Mitchell) as their superior."
s2815,amazon,TV Show,Cobra Puma Golf All-Access Show,,,,,2021,TV-NR,1 Season,Sports,"Prior to the 2021 Arnold Palmer Invitational presented by Mastercard, Bryson DeChambeau tested various Cobra Golf drivers and challenged himself to set a swing speed personal record."
s2823,amazon,TV Show,Clifford's Puppy Days,,"Lara Miller,  Grey Delisle,  Kath Soucie, Henry Winkler",,,2006,TV-Y,3 Seasons,Kids,"Before Clifford was a Big Red Dog, he was a Small Red Puppy. Clifford was the runt of his litter, and Emily Elizabeth fell in love with Little Clifford at first sight. Despite barely filling Emily Elizabeth's dad's palm, Clifford was quite the handful! Making his way in the big world was no small feat for this tiny pup, but even as a puppy he had a huge heart."
s2824,amazon,TV Show,Clifford the Big Red Dog,,"Hannah Levinson, Adam Sanders",,,2021,ALL,6 Seasons,Kids,"There’s lots to celebrate this season of Clifford the Big Red Dog! All of Birdwell Island joins together for Clifford’s birthday, shares the love on Valentine’s Day and haunts the island on Halloween. From welcoming a new baby to helping the town through an extraordinary snow day, the friends share life’s special moments while learning the importance of family and celebrating true friendship."
s2825,amazon,TV Show,Clifford The Big Red Dog,,"John Ritter,  Kel Mitchell,  Cree Summer,  Grey Delisle",,,2003,TV-Y,5 Seasons,TV Shows,"Make room for Scholastic's Clifford the Big Red Dog, the animated series based on Norman Bridwell's best-selling books. Each episode of this Emmy-nominated series features two stories that emphasize one or more of ""Clifford's BIG Ideas"" - 10 simple, tangible life lessons. Join Clifford and his owner Emily Elizabeth as they play, work together, respect others - and have fun!"
s2826,amazon,TV Show,"Click, Clack, Moo: Christmas at the Farm",,"Pete Davidson, Rachel Bloom, Patton Oswalt, Katie Crown, Jim Cummings, Chris Diamantopoulos, Keith Ferguson, Jake Green, Grey Griffin, Tom Kenny, Sonya Leslie, Candi Milo",,,2017,ALL,1 Season,Kids,"It's Christmas time and the farm animals have a problem: how to buy Farmer Brown the present of his dreams - a Tumbletron 300 clothes dryer. It's a race against time for them, and for Duck who has his own problem - upping his ""nice"" numbers for Santa to get off the ""naughty"" list. Based on the book series by Doreen Cronin and Betsy Lewin. Starring: Rachel Bloom, Pete Davidson and Patton Oswalt."
s2830,amazon,TV Show,Classic Popeye,,"Jack Mercer, Mae Questel, Jackson Beck",,,1960,TV-Y,1 Season,"Animation, Kids","Popeye is one of the most popular cartoon characters of all time. This spunky but loveable spinach-eating sailor continues to delight young and old with his comic adventures, and the entire gang is around to provide plenty of rousing fun and action: Olive Oyl, Swee'Pea, Wimpy and Bluto."
s2840,amazon,TV Show,Chuck,,"Zachary Levi, Yvonne Strahovski, Joshua Gomez, Ryan McPartlin, Mark Lawrence, Vik Sahay, Scott Krinsky, Sarah Lancaster, Adam Baldwin",,,2012,TV-14,5 Seasons,"Action, Adventure, Comedy","Chuck Bartowski, a regular guy & computer geek turned secret agent. Chuck unwittingly downloads the Intersect into his head, a database filled with highly classified govt information."
s2850,amazon,TV Show,Chris Tall Presents...,,Chris Tall,Germany,,2019,16+,1 Season,"Arts, Entertainment, and Culture, Comedy","Six episodes, six comedians, one host. Each episode of Chris Tall Presents… features one of six up-and-coming stand-up comedians as well as brand new material by Chris Tall."
s2851,amazon,TV Show,Chris Ramsey: Approval Needed,,,,,2019,16+,1 Season,TV Shows,The critically acclaimed comedian Chris Ramsey brings his latest stand-up show exclusively to Amazon this summer.
s2852,amazon,TV Show,Chris Ramsey Approval Needed (4K UHD),,,,,2019,16+,1 Season,"Arts, Entertainment, and Culture",The critically acclaimed comedian Chris Ramsey brings his latest stand-up show exclusively to Amazon this summer
s2854,amazon,TV Show,Chris Harris on Cars,,Chris Harris,,,2016,TV-PG,1 Season,TV Shows,"Chris Harris on Cars puts you behind the wheel of the best machinery on sale, and takes you into the technical complexities of these stunning vehicles. Expect much tire smoke!"
s2862,amazon,TV Show,Children's Favorite Fairy Tales and Nursery Rhymes,,,,,2016,ALL,1 Season,"Animation, Kids","This is a collection of some of the best Nursery Rhymes and Fairy Tales by Kids Learning Videos. Enjoy some favorite fairy tales such as The Three Little Pigs, Little Red Riding Hood and Goldilocks & The Three Bears."
s2864,amazon,TV Show,Children of Giant,,,,,2015,TV-PG,1 Season,Special Interest,"In the summer of 1955, it seemed as if all of Hollywood had descended on the dusty West Texas town of Marfa as production began on the highly anticipated movie Giant. Now, 60 years later, ""Children of Giant"" returns to Marfa to explore the dramatic story behind the making of the film and its enduring legacy."
s2865,amazon,TV Show,Child Genius,,"Leland Melvin, Arnav Krishna",,,2016,TV-PG,2 Seasons,"Documentary, Drama, Kids","Child Genius is part docu-soap, part competition. The series will bring us into a world where children far surpass their parents when it comes to brain power."
s2871,amazon,TV Show,Chi's Sweet Adventure,,"Maaya SAKAMOTO, Makoto YASUMURA, Rikiya KOYAMA, Satomi KOHROGI, Ryoko SHIRAISHI",,,2018,ALL,2 Seasons,"Anime, International, Kids","Chi, the sweet kitten full of energy is back! It's yet another day full of happiness for Chi, as she spends the day with her friends, Come-Come, Ann, and Telly. They fool around together, go discover secret spots together, and so on. New characters newly join the series in this brand new season. Don't miss the special episode, where Come-Come sets out on an adventure to an unknown town!"
s2878,amazon,TV Show,Chasing The Crown: Dreamers to Streamers,,"Tucker Boner aka Jericho, AnneMunition, ActionJaxon, GoldGlove, Jordan Fisher, Ron Funches, Justin Willman, Brittney Griner, Bryan aka Beewhyan, Chelsea aka ChelseaBytes, Michael aka RedVacktor",,,2020,13+,1 Season,Adventure,Three Twitch streamers have their sights set on becoming the next big name in gaming. They'll compete in a series of challenges to secure a spot in Prime Gaming's Twitch tournament: the Crown Cup.
s2879,amazon,TV Show,Chasing November,,"Bill Winke, Jared Mills",,,2017,13+,1 Season,"Documentary, Drama, Special Interest","Chasing November Season 2 is a compilation of our 2016-2017 season, one of our best seasons to date. Follow along from late summer through the middle of January as target bucks are located, strategies are formed, and success is found. See what strategies were most effective for us and enjoy action packed hunts along the way."
s2883,amazon,TV Show,Charles I Downfall of a King,,Lisa Hilton,,,2019,13+,1 Season,TV Shows,"Historian Lisa Hilton reveals how this cataclysmic moment in our nation's past was sparked by the events of just 50 days. Across three one-hour episodes, she dissects the dark, Machiavellian world of England's revolution. This timely political thriller shows how Parliament found its mettle, Charles' Divine Right monarchy collapsed and modern democracy took its first steps."
s2884,amazon,TV Show,Changing Rooms,,"Natalia Bassingthwaighte, Tim Leveson",,,2019,ALL,1 Season,"Special Interest, Unscripted","This season, threerooms in each house will be made over in fivedays -all within a $20,000 budget .The show will be screened over two nights -in the first episode, the first fourrooms will be revealed. Then one of each team head out with a $1000 bonus to shop for a piece for the final rooms. And, the final two spaces are revealed."
s2889,amazon,TV Show,Chacha Vidhayak Hain Humare,,"Zakir Khan, Vyom Sharma, Kumar Varun, Zakir Hussain, Alka Amin, Abimanyu Singh, Sunny Hinduja, Pritha Bakshi, Venus, Onima Kashyap, Shashi Varma, Susheel Bothiyal, Rahul Subramaniam",,"March 30, 2021",2021,13+,2 Seasons,"Comedy, Drama","Ronny's lie of working for his 'Chacha', the MLA has come true. He now sets his sights on fighting the Parshad (Councilor) Election. However, when Chachaji makes it clear that the ticket will stay with the present Parshad, Ronny spins a new lie. But a formidable new rival threatens his dreams."
s2890,amazon,TV Show,Celia Pacquola: All Talk,,Celia Pacquola,,,2020,16+,1 Season,"Comedy, Talk Show and Variety","Co-creator, co-writer and star of ABC TV’s Rosehaven, Celia Pacquola is a true luminary of Australian comedy. A multiple award-winning writer-performer, she is sharp, frank, deft and smart as hell. The stand-up stage is where the journey all started for Celia and it’s where she happily returns in the triumphant All Talk – a homecoming of sorts for one of Australia’s most in-demand comedians."
s2891,amazon,TV Show,Celebrity Paranormal Project,,"Mariel Hemingway, Julio Iglesias Jr.",,,2006,16+,1 Season,TV Shows,"Gary Busey, Donna D'Errico, Toccara Jones, Jenna Morasca, and Hal Sparks visit the Waverly Hills Sanatorium in Louisville, Kentucky, to investigate ghost sightings. The abandoned hospital, built to house tuberculosis patients and reportedly the site of thousands of deaths, is considered to be one of the most haunted hospitals in the United States."
s2892,amazon,TV Show,Celebrity House Hunting,,,,,2012,TV-PG,1 Season,TV Shows,"""Celebrity House Hunting,"" allows viewers a peek inside the lives of the rich and famous as they show off their current homes and tour more amazing ones on the market."
s2893,amazon,TV Show,Celebrity Home Raiders,,,,,2014,TV-PG,1 Season,TV Shows,"""Celebrity Home Raiders"" takes viewers on tours of famous people's homes to find treasures that they can auction off for charity. Looking through the homes with the stars are host Kit Hoover and auctioneers Darren Julien and Martin Nolan, who discuss each item's sentimental value while haggling with the star over what it would be worth at auction."
s2894,amazon,TV Show,Celebrity Ghost Stories,,A. Jones,,,2011,TV-PG,3 Seasons,TV Shows,Famous personalities share their real-life personal encounters with the paranormal.
s2895,amazon,TV Show,Celebrity Close Calls,,Branden Wellington,,,2011,TV-14,1 Season,"Documentary, Drama, Unscripted","""Celebrity Close Calls"" satisfies the curiosity of fans whose favorite stars lived to tell about how they almost saw the light of death. Firsthand accounts from celebrities including Bret Michaels, Scott Baio, Joely Fisher, Angie Everhart and Gary Busey, combined with re-enactments, piece together the moments they escaped with their life."
s2896,amazon,TV Show,Cave Club,,"Shelby Young, Keylor Leigh, Will Haza, Paula Rhodes, Aneesha DuBois",,,2020,ALL,1 Season,"Animation, Kids","Meet Cave Club, a group of prehistoric kids who are way ahead of their time! With a mammoth world to explore, don't expect them to stay in their cave. They are determined to do everything, see everything, and discover everything-first! Which means these BFFs are about to make history!"
s2897,amazon,TV Show,Catherine The Great,,"Yuliya Snigir, Natalya Surkova, Pavel Derevyanko, Mark Bogatyrev",,,2015,13+,1 Season,"Action, Drama","""Catherine The Great"" is the story of the great Russian empress in her early years, a prelude to her rise of power. Prepare to become a witness of the first 20 years (1744-1762) of her life in Russia. 20 years of court intrigues, conspiracies, power struggles and un-conditional love for her country. Russian series with English subtitles."
s2898,amazon,TV Show,Catching Milat,,"Mal Kennard, Richard Cawthorne, Geoff Morrell, David Field",,,2015,16+,1 Season,Suspense,"Over two compelling episodes, Catching Milat tells the true story of how the NSW Police Taskforce Air, and in particular Detective Paul Gordon, tracked down and caught Ivan Milat - the man responsible for the infamous NSW Backpacker Murders."
s2901,amazon,TV Show,Catastrophe,,"Rob Delaney, Sharon Horgan",,,2019,18+,4 Seasons,"Comedy, Romance","Rob Delaney and Sharon Horgan write and star in Catastrophe, a comedy following an Irish woman and an American man who make a bloody mess as they struggle to fall in love in London."
s2906,amazon,TV Show,Caronte,,"Roberto Álamo, Miriam Giovanelli, Belén López, Raúl Tejón, Itziar Atienza, Marta Larralde, Álex Villazán, Andrea Trepat, Luis Rallo, Carlos Hipólito, Julieta Serrano",Spain,,2020,TV-MA,1 Season,"Drama, Suspense","Caronte will make us think about justice, presumption of innocence and truth. It also talks about second chances and how a man is able to reinvent himself and get his life back together. The different cases will not only influence Caronte's personal life, but, episode after episode, will make our protagonist evolve and grow."
s2909,amazon,TV Show,Carnival Row,,"Orlando Bloom, Caroline Ford, Cara Delevingne, Simon McBurney, Karla Crome, Indira Varma, Tamzin Merchant, Arty Froushan, Andrew Gower, Jared Harris, David Gyasi",United States,,2019,16+,1 Season,"Drama, Fantasy, Suspense","With a serial killer loose on Carnival Row, and a government that turns a blind eye to the deaths of its lower class citizens, Rycroft Philostrate, a war-hardened investigator, is the only person willing to stop the murders and maintain the fragile peace. But when Vignette Stonemoss, a faerie refugee, turns up in the Burgue, she forces Philo to reckon with a past he's tried to forget."
s2910,amazon,TV Show,Care Bears: Unlock the Music - Songs for Kids,,,,,2020,ALL,1 Season,"Animation, Kids","The Care Bears are a roly-poly collection of lovable little Bears with a very special mission. Join Tenderheart Bear, Good Luck Bear, Wish Bear, Cheer Bear, Bedtime Bear, Love-a-Lot Bear, Grumpy Bear, and Funshine Bea on plenty of adventures to spread love and care around the world!"
s2911,amazon,TV Show,Card Sharks with Jim Perry,,Jim Perry,,,1978,TV-G,1 Season,Unscripted,Contestants compete to complete a block of five playing cards by trying to predict whether the next card will be higher or lower than the preceding one.
s2912,amazon,TV Show,Card Sharks with Bob Eubanks,,Bob Eubanks,,,1986,TV-G,1 Season,Unscripted,Contestants compete to complete a block of five playing cards by trying to predict whether the next card will be higher or lower than the preceding one.
s2913,amazon,TV Show,Car Patrol of Car City,,,,,2019,ALL,3 Seasons,"Animation, Kids","Matt the Police Car and Franck the Fire Truck are the fearless detectives of the Car Patrol. Every time a vehicle in Car City gneeds help, the Car Patrol is there to make sure that everyone is safe. Join the Car Patrol and solve the mysteries of Car City!"
s2914,amazon,TV Show,Car Hunters,,Danny Koker,,,2017,TV-PG,1 Season,"Documentary, Drama, Unscripted","Each episode of ""Car Hunters"" follows a new buyer's search for their dream classic car. Aided by a buddy or family member, they'll check out three unique vehicles from top to bottom."
s2915,amazon,TV Show,Car Crash TV,,Chris Barrie,,,2016,13+,2 Seasons,"Action, Documentary","Every day, more road users are filming their journeys, which can sometimes end in disaster. The thousands of dash cams around the world have captured just about every bizarre, ridiculous and down-right dangerous mishap imaginable. We're taking to the planet's highways and byways and discovering How Not to Drive, with help from some examples of other peoples' motoring."
s2922,amazon,TV Show,Canada: A Year In The Wild,,David Suchet,,,2018,13+,1 Season,Documentary,"Canada is the second-largest country on Earth, and the quintessential wilderness. Vast, dangerous, and magnificent; it's a land of towering mountains, endless forests, untamed rivers, enchanting lakes, and an awe-inspiring frozen north."
s2924,amazon,TV Show,Camp X and the Birth of the CIA,,,,,2014,16+,1 Season,"Documentary, Drama, Special Interest","From the BBC. This series tells the story of North America's first secret agent training school, its role in defeating Hitler's Axis powers during World War Two, and its contribution to modern espionage. Demonstrations of training techniques, first person accounts, and dramatic recreations of their exploits behind enemy lines give us an exclusive look into the school of 'mayhem and murder'."
s2928,amazon,TV Show,Call Santa,,Amazon Kids,,,2020,ALL,2 Seasons,"Animation, Kids","Give Santa Claus a ring! This holiday, you can help decorate the tree with Santa's elves, learn to laugh just like Santa, and even dance the Sleigh Bell Shimmy! With Christmas cheer at the heart of every story, these festive adventures aim to have your family ho-ho-ho-ing along with Santa and his friends."
s2929,amazon,TV Show,Call of The Wild,,"Nick Mancuso, Shane Meier, Rachel Hayward, Kathleen Duborg, Crystal Buble, Ben Cardinal, Bill MacDonald, Kavic",,,2000,TV-Y7,1 Season,"Action, Adventure, Drama","Jack London's beloved story is brought to life in a delightful adventure series for the whole family. This TV series follows a 15-year-old boy living in an Alaskan mining town at the turn of the century whose life changes forever when he encounters a heroic and powerful dog named Buck, who together battle natures toughest elements, stand up against hardened criminals and rescue people in danger."
s2931,amazon,TV Show,Caligula,,"Koji Higashino, Koji Imada",,,2018,13+,1 Season,"Comedy, International, Unscripted","""Caligula"" is a psychological phenomenon in which you want do things that are prohibited. Featured here are numerous pitches rejected by multiple TV stations. However, there are some treasures buried among them. Proposals once buried in the darkness revived here! (C) YD Creation"
s2932,amazon,TV Show,Cajun Pawn Stars,,,,,2013,TV-14,4 Seasons,TV Shows,"Small-town life means big-time business in the newest HISTORY's series Cajun Pawn Stars. Follow Jimmie ""Big Daddy"" Deramus, owner of the largest pawn shop in Louisiana."
s2933,amazon,TV Show,Caillou,,"Evan Smirnow, Ellen David, Jennifer Seguin, Merlee Shapiro, Pat Fry, Annie Bovaird, Jesse Vinet, Bob Stutt, Pauline Little, Melissa Pirrera, Al Gravelle, George Morris, Graeme Jokic, Pier Paquette, Sofie Holland, Matt Ficner, Brigid Tierney, Raquel Trinidad, Jaclyn Linetsky, Bryn McAuley, Ryan Tilson, Tim Gosley, Tyler Brody Stein, Vanessa Lengies, Cara Reynolds, Dallas Jokic, Jessica Kardos, François Sasseville, Holly Gauthier-Frankel, Claudie Verdant, Sarah Johnson, Steve Songs, Matt Fincer, David Tyler, Johanne Garneau, Sannie Bovaird, Addison Holley, Helen King, Melissa Pirerra, Diane Arcand, Madeleine Arsenault, Charlotte Bernard, Violette Chauveau, Hugolin Chevrette-Landesque, Claudia-Laurie Corbeil, Nathalie Coupal, Louis Philippe Dandenault, Mario Desmarais, Sophie Faucher, Gilbert Lachance, Sophie Léger",,,2010,TV-G,1 Season,Kids,"Join Caillou as he explores everyday life, where ordinary daily events spark his and your child's imagination."
s2940,amazon,TV Show,Busytown Mysteries,,"Kevin Dennis, Joanne Vannicola, Paul Wensley, Ellie Ellwand, Julie Lemieux, Richard Binsley",,,2009,ALL,1 Season,"Animation, Kids","Curiosities are everywhere in Busytown and so are Huckle Cat, Lowly Worm, Sally Cat, Hilda Hippo plus Pig Will and Pig Won't. Each episode is an innovative blend of humor and learning based around six unforgettable friends and many other colorful characters from the amazing world of Richard Scarry's books."
s2941,amazon,TV Show,Busy World of Richard Scarry,,,,,1996,TV-Y7,5 Seasons,"Animation, Kids",This fully animated series is based on the books by Richard Scarry which parents worldwide rely on to teach valuable lessons.
s2942,amazon,TV Show,Burn Notice,,"Bruce Campbell, Kiele Sanchez, RonReaco Lee",,,2011,TV-PG,8 Seasons,Drama,"Before Sam Axe teamed up with Michael and Fiona, he was Commander Axe, U.S. Navy SEAL. The Fall of Sam Axe tells the story of how Sam went from respected Naval Commander to the man of mystery we've come to know on Burn Notice."
s2944,amazon,TV Show,Bulge Bracket,,"Jessika Van, Feodor Chin, Lanny Joon, Anisha Adusumilli, Leonard Wu, Gigi Gustin, Rachel Alig, Kristen Vaganos, Jonathan P. Sims, Teddy Larsen, Chris King Wong, Chris Elsenbroek, Nick Bouier, Colin Molloy, Susan Chuang, Vishesh Chachra, Bruce Clifford, David Pinion, Jake Jacobson, Hilary Barraford, Philicia Saunders, Andre Franco, Jessica Davis, Douglas Kim, Laura Liefer, Chris Markle, Michael Cosentino",,,2020,16+,1 Season,"Comedy, Drama","In the high-intensity world of mergers, acquisitions, and IPOs, a young female investment banker (Jessika Van, CBS's ""Rush Hour"") confronts the patriarchy in the frat house of Wall Street. An ensemble dramedy about the costs of climbing the corporate ladder."
s2945,amazon,TV Show,Building The Dream Nashville,,"Vern Yip, Carisha Swanson",,,2020,7+,1 Season,"Documentary, Special Interest","We all think about what we should be doing to our homes-but what if your home could do more for YOU? If it could inspire you, rejuvenate you, make you feel happier from the moment you walk through the door? That's the challenge we here at House Beautiful posted to our builder, Castle Homes, and 14 of the nation's hottest designers. Here's what happens when you build the dream."
s2946,amazon,TV Show,Building Dream Homes,,Richard Wilson,,,2014,TV-PG,1 Season,"Documentary, Special Interest","This series follows some of the nation's architects leading the way in ground-breaking design, as they battle with builders, blueprints and the clients who hire them, all in the name of making dream properties become a reality and showing first-hand the drama, headaches and hard work it takes to design and build these innovative residential builds."
s2947,amazon,TV Show,Building Cars,,"James May, Ant Anstead, Kate Humble",,,2015,TV-PG,1 Season,Special Interest,"Every 68 seconds a brand new car drives off the production line at the MINI Plant in Oxford. In this ambitious new series, James May goes behind the scenes to bring us this modern miracle in real time. He's joined by Ant Anstead and Kate Humble to reveal the science, engineering and people that keep us all on the road, and see how a car is built from start to finish in a little over 24 hours."
s2948,amazon,TV Show,Bug Diaries,,"Abigail Harrison, Nilah Rivera, Logan Smith",United States,,2020,ALL,3 Seasons,Kids,"Three unlikely bug buddies, Fly, Spider and Worm, fly, spin, and jump into all kinds of adventures in the big world around them. Imagine hopping a ride on a furry dog or dodging raindrops bigger than your house! Using their unique insect abilities, our tiny heroes find ways to help themselves and others out of sticky situations and record their stories in their bug diaries!"
s2949,amazon,TV Show,Buffy The Vampire Slayer,,"Sarah Michelle Gellar, Nicholas Brendon, Alyson Hannigan",,,2003,TV-14,7 Seasons,"Action, Adventure, Drama","As Buffy accompanies Dawn on her first day at the new Sunnydale High, Giles continues Willow's magic education in England. But while Buffy is surprised to be offered a guidance counselor job, Willow is shocked to experience a horrific future vision of the Hellmouth."
s2959,amazon,TV Show,Britain's Best Drives,,Richard Wilson,,,2009,TV-PG,1 Season,"Documentary, Special Interest","Presented by Richard Wilson and timed to mark the 50th anniversary of the first motorway, this series sees the classic comedy actor steer six classic cars round the twists and turns of six of the best drives of 1958 as described in British motoring guide books of the period."
s2960,amazon,TV Show,Britain by Narrowboat,,"Colin Dobson-Fox, Shaun Dobson-Fox",,,2020,13+,1 Season,"Documentary, Special Interest, Unscripted","In a last-ditch attempt to save his mental health, Colin and partner Shaun take drastic action! Selling their home, possessions, and quitting their jobs, they spend their life savings building a narrowboat to cruise the canals and rivers of Great Britain. Follow their adventure as they discover the secrets of the waterways, uncover forgotten history, and adapt to a totally different way of life."
s2961,amazon,TV Show,Bring It,,,,,2018,TV-PG,2 Seasons,TV Shows,"""After getting disqualified from the Summer Slam Battle Round, Miss D decides she needs to focus on what really matters: growing her girls into amazing dancers. The Dolls will still have a battle every week but Miss D is pushing them to think bigger, prepping them for a once-in-a-lifetime opportunity:"
s2971,amazon,TV Show,Breathe: Into the Shadows,,"Abhishek A. Bachchan, Amit Sadh, Nithya Menen, Saiyami Kher, Hrishikesh Joshi, Shrikant Verma",,,2020,13+,1 Season,"Drama, Suspense","A 6-year old girl is kidnapped by a mysterious masked man, who demands an unusual ransom. To save his daughter, Dr. Avinash Sabharwal must kill someone! Meanwhile, Kabir Sawant's journey continues in the hostile environment of the Delhi Crime branch. Lies, deceit and mind games begin when Kabir is given charge of the investigation, and meets Avinash. How far will Avinash go to save his daughter?"
s2972,amazon,TV Show,Breathe,,"Amit Sadh, Neena Kulkarni, Sapna Pabbi, Hrishikesh Joshi, R. Madhavan, Shri Swara, Atharva Vishwakarm",,,2018,16+,1 Season,Drama,"Breathe is an Indian drama that explores the lives of ordinary men faced with extraordinary circumstances. Kabir (Sadh), a brilliant but non-conventional officer of the Crime Branch, puts the pieces together of seemingly unconnected deaths of organ donors that lead up to an unlikely suspect - the affable Danny (Madhavan). Kabir will not stop till he cracks the case and delivers justice."
s2975,amazon,TV Show,Bread Barbershop,,,,,2020,ALL,1 Season,"Animation, Kids","In a world where all the characters are different kinds of food, our hero is a slice of bread who is a master cake decorator. All the cupcakes in town come to his barbershop to have their decorations styled."
